"Action Context","Action Type","Action URL","App Name","App Version","Apple Id Number","Click Target","Client ID","Coming Soon","Consented TV Providers","Content Provider Brand ID","Content Type","Destination URL","Dialog Message Text","Dialog Response","Dialog Response Options","Dialog Subject ID","Dialog Type","Event Time","Event Type","External Reference URL","Feature Title","Hardware Brand","Hardware Family","Hardware Model","IP City","IP Country","IP Latitude","IP Longitude","IP Network","IP Network Type","IP Region","Impressed Content Names","Masked IP Address","Media Id","Media Play Position (MS)","Network Connection Type","Non Consented TV Providers","OS Languages","OS Version","Offer Type","On Web App","Operating System","Opted-in for Personalization","Page History","Page ID","Page Type","Page URL","Referral App Name","Screen Height (Pixels)","Screen Pixel Ratio","Screen Width (Pixels)","Search Term","Sensitive Content Type","Start Type","Store Front Name","Subscribed TV Providers","TV Provider Apps","Tab","Timezone Offset (Minutes)","Type","Upsell State","Upsell Trigger","Upsell Type","Visit ID","Window Inner Height (Pixels)","Window Inner Width (Pixels)","Window Outer Height (Pixels)","Window Outer Width (Pixels)"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Episode","","","","","","","2020-02-25T03:03:50.022Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|~error~_~error~|Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","Episode","https://tv.apple.com/us/episode/non-player-character/umc.cmc.3g1mczg6brq5iifcrw6jyfzgh?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/non-player-character/umc.cmc.3g1mczg6brq5iifcrw6jyfzgh?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-02-25T03:03:49.566Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/episode/non-player-character/umc.cmc.3g1mczg6brq5iifcrw6jyfzgh?showId=umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-02-25T03:03:49.566Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,umc.cmc.5tvq0hl85nw71k7v6hgjzsf0g,umc_id,1,0,0,WrappedArray(1588758859827),null,Listen to Me Marlon,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,HowToWatchShelf,null,2,3,1,WrappedArray(1588758859827),default,How to Watch,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Movie,null,null,umc.cmc.72tgwfggmyyh10afnujba5yjp,umc_id,3,0,1,WrappedArray(1588758859827),relatedMovie,Eric Clapton: Life in 12 Bars,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Movie,null,null,umc.cmc.7f9bdm2jdlxish7ph39wkuf31,umc_id,4,1,1,WrappedArray(1588758859827),relatedMovie,Andre the Giant,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Movie,null,null,umc.cmc.4pp9o5rh0hh1q2ig3ulrnsi3o,umc_id,5,2,1,WrappedArray(1588758859827),relatedMovie,John McCain: For Whom the Bell Tolls,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Movie,null,null,umc.cmc.502j504gmx2lpfh23tegm59n8,umc_id,6,3,1,WrappedArray(1588758859827),relatedMovie,Diana, Our Mother: Her Life and Legacy,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.77v4hq7gdrjk9xpfxxby5mvk3,umc_id,7,0,1,WrappedArray(1588758859827),person,Michael Borne,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.556svkmqcszatwflug6yqtddf,umc_id,8,1,1,WrappedArray(1588758859828),person,Marlon Brando,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.6zbn9tzg3jhohetg2q2e893sa,umc_id,9,2,1,WrappedArray(1588758859828),person,Stevan Riley,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.r2gzdj2jou35vmfjvhkte4g4,umc_id,10,3,1,WrappedArray(1588758859828),person,R.J. Cutler,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.4vlssnhort4kla89ccz2n6wux,umc_id,11,4,1,WrappedArray(1588758859828),person,George Chignell,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,Role,null,null,umc.cpc.50xc58963ul7kwyhmzhlpaj8x,umc_id,12,5,1,WrappedArray(1588758859828),person,John Battsek,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","","","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-02-25T03:03:35.381Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~|Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|~error~_~error~|Landing_webLanding","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","Hulu|Spectrum TV|Pluto TV|Tubi TV","","Show","","","","","","","2020-02-25T03:03:34.999Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","en-US","10.0","","true","Windows","","","","Landing","https://tv.apple.com/?l=en","","900","1.0","1600","","","","United States","","com.apple.Music|com.apple.tv|com.timewarnercable.simulcast","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","Show","","","","","","","2020-02-25T03:03:34.999Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","","webLanding","Landing","https://tv.apple.com/?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","u45AovNLEXJSl-uUvrWlNDTGSOWBYPpWUcJS47Q3aQw","","","","","","","","","","","2020-02-25T03:03:30.709Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~|~error~_~error~|Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|~error~_~error~","webLanding","Landing","https://tv.apple.com/?l=en","","900","1.0","1600","","","","United States","","","none","300","","","","","fb2c8d2f-3778-47c9-bfad-97fa6979cf53_1_1582599805064","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","","","","","","","","2020-02-25T03:02:41.434Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~|~error~_~error~|Landing_webLanding|Show_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","~error~","~error~","https://tv.apple.com/account/settings","","900","1.0","1600","","","","United States","","","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","Show","","","","","","","2020-02-25T03:02:25.614Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~|~error~_~error~|Landing_webLanding","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Show","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","","900","1.0","1600","","","","United States","","","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","Show","","","","","","","2020-02-25T03:02:25.211Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,trailers,umc_id,1,1,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,null,trailer,its_id,2,0,1,WrappedArray(1583665251375),trailer,Tráiler,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6f6qe9muhuw7g21639iajetn1,umc_id,3,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Buy,null,tvs.sbd.9001,productType=V&price=13990&salableAdamId=1484741837&pricingParameters=HDBUY&pg=default,Movie,null,1484741837,umc.cmc.6f6qe9muhuw7g21639iajetn1,umc_id,4,1,3,WrappedArray(1583665251375),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.its.mv.3kburxr7co97tbo9ixco0d7je,null,null,null]|[Rent,null,tvs.sbd.9001,productType=V&price=4990&salableAdamId=1484741837&pricingParameters=HDVOD&pg=default&rental=1,Movie,null,1484741837,umc.cmc.6f6qe9muhuw7g21639iajetn1,umc_id,5,2,3,WrappedArray(1583665251375),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.its.mv.3kburxr7co97tbo9ixco0d7je,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","es-ES","10.0","","true","Windows","","","","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_ovp-nav_stm-apl-avl-191111","","900","1.0","1600","","","","United States","","com.apple.tv","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","navigate","https://tv.apple.com/us/show/mythic-quest-ravens-banquet/umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","Apple TV App","1","405952270","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","Show","","","","","","","2020-02-25T03:02:25.211Z","click","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,edt.col.5c3f8948-434b-4b00-bcde-2f6d6b8ae400,umc_id,1,0,null,WrappedArray(),Grid,Top film a noleggio a 0,99 €,null,edt.shelf.5ca482a9-69e8-4a02-80a8-4cff2bfa8d32,null,InfiniteGrid,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4limwp8lesrlmjto4h6iax40o,umc_id,2,19,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.2u9ieq7rkdg5fgr5v73avqeh2,umc_id,3,2,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.j26x9nqosv88fk861ez9d9ux,umc_id,4,22,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.18c57sb4021w0eqnmxhkhngp5,umc_id,5,5,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.98e4cwe2iisbj0gzhjxx8fsw,umc_id,6,8,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4q74afbghq6vzrmcrbwpx58ja,umc_id,7,11,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6vi8sufus5ijsuuu6edvk9gzx,umc_id,8,14,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.1hzppkkhcl5iibs6mwj34z3qz,umc_id,9,17,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.5y4gtzpaftor940ypobn1m0as,umc_id,10,0,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.54ztxfi8m5fawdjkc2tnk40q7,umc_id,11,20,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.69zcs9j612lgm8sjvqvm6imza,umc_id,12,3,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.2phjeswptu3nxrv00nrcupubh,umc_id,13,23,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6r2lq4fyek94eenmgmezek6w6,umc_id,14,6,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4ed6vgm2fw33kzr63l8imk3u4,umc_id,15,9,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.21ruc3d9yr12sapcwd6gzblct,umc_id,16,12,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6z6epr94q0ltpim7zou1xbp49,umc_id,17,15,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4nwd3j141c896ujmzmxpby1zp,umc_id,18,18,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4io2m0zk1cs9g1olb2hduzu6z,umc_id,19,1,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3r2r0q9yeoh7rnji1tn4luec7,umc_id,20,21,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.4o6bng1brlpy68jz4qmcud94l,umc_id,21,4,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.2jyamf01e3dxhhaqx9s8h0vta,umc_id,22,7,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.5hm588tr4iu73zh7xhu6ltwgs,umc_id,23,10,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3bg495qo2xyqyrduj3tgmsx5s,umc_id,24,13,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.61xbqy50sm239dna4j2cs3ntq,umc_id,25,16,1,WrappedArray(1564700380696),infiniteGrid,null,null,null,null,null,null,null,null,null,null,null,null,null]","2605:a601:5438:0:0:0:0:0","","","","","it-IT|en-US","10.0","","true","Windows","","","webLanding","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_ovp-nav_stm-apl-avl-191111","","900","1.0","1600","","","","United States","","com.apple.tv|com.netflix.Netflix","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","","","","","","","","2020-02-25T03:02:20.411Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~|~error~_~error~","webLanding","Landing","https://tv.apple.com/?ign-itscg=10000&ign-itsct=atv-0-tv_ovp-nav_stm-apl-avl-191111","","900","1.0","1600","","","","United States","","","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","","","","","","","","2020-02-25T03:02:20.027Z","page","","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","~error~_~error~","~error~","~error~","https://tv.apple.com/channel/tvs.sbd.4000?ign-itscg=10000&ign-itsct=atv-0-tv_ovp-nav_stm-apl-avl-191111","","900","1.0","1600","","","","United States","","","none","300","","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","KS8NORt3QCeV_E_LpMksM6r-dAlQqHccKbvU2haSHrs","","","","","","","","","","","2020-02-25T03:02:18.978Z","enter","https://www.apple.com/apple-tv-plus/","","","Windows","","ATLANTA","US","33.7486","-84.3884","","","GA","","2605:a601:5438:0:0:0:0:0","","","","","","10.0","","true","Windows","","","~error~","~error~","https://tv.apple.com/channel/tvs.sbd.4000?ign-itscg=10000&ign-itsct=atv-0-tv_ovp-nav_stm-apl-avl-191111","","900","1.0","1600","","","","United States","","","none","300","link","","","","e11e2bb8-874e-437b-98e1-7ec32f1092ac_1_1582599737888","789","1600","860","1600"
"","","","Apple TV App","1","405952270","","yJmFbXv-jLciJbG09V_hM2h-THc6m4rRpMZQ8EHr31A","","","","","","","","","","","2019-12-22T14:19:45.229Z","page","","","Apple","Mac","","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","","2601:2c6:4600:0:0:0:0:0","","","","","","10.15.2","","false","macOS","","Movie_umc.cmc.3xaju2323jxib2du70d9ey4b4|canvas_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Canvas_tvs.sbd.4000|Show_umc.cmc.25tn3v8ku4b39tr6ccgb8nl6m|Canvas_tvs.sbd.4000","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","canvas","https://sb.tv.apple.com/content/950eb6ba175e4f5b9a6ba0311cb78743/","","1200","2.0","1920","","","","United States","","","watchnow","360","","","","","9b9ae681-bd3d-4ab3-aa2a-53bbc137c187_1_1577024188421","683","1220","683","1220"
"","","","Apple TV App","1","405952270","","yJmFbXv-jLciJbG09V_hM2h-THc6m4rRpMZQ8EHr31A","","","","","","","","","","","2019-12-22T14:19:31.538Z","page","","","Apple","Mac","","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","","2601:2c6:4600:0:0:0:0:0","","","","","","10.15.2","","false","macOS","","canvas_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Movie_umc.cmc.3xaju2323jxib2du70d9ey4b4|canvas_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Canvas_tvs.sbd.4000|Show_umc.cmc.25tn3v8ku4b39tr6ccgb8nl6m","tvs.sbd.4000","Canvas","https://sb.tv.apple.com/content/950eb6ba175e4f5b9a6ba0311cb78743/","","1200","2.0","1920","","","","United States","","","none","360","","","","","9b9ae681-bd3d-4ab3-aa2a-53bbc137c187_1_1577024188421","639","1220","683","1220"
"","","","Apple TV App","1","405952270","","yJmFbXv-jLciJbG09V_hM2h-THc6m4rRpMZQ8EHr31A","","","","Show","","","","","","","2019-12-22T14:17:07.455Z","page","","","Apple","Mac","","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","","2601:2c6:4600:0:0:0:0:0","","","","","","10.15.2","","false","macOS","","canvas_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Movie_umc.cmc.3xaju2323jxib2du70d9ey4b4|canvas_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|Canvas_tvs.sbd.4000","umc.cmc.25tn3v8ku4b39tr6ccgb8nl6m","Show","https://sb.tv.apple.com/content/950eb6ba175e4f5b9a6ba0311cb78743/","","1200","2.0","1920","","","","United States","","","garbage","360","","","","","9b9ae681-bd3d-4ab3-aa2a-53bbc137c187_1_1577024188421","639","1220","683","1220"
"","navigate","https://tv.apple.com/us/show/the-morning-show/umc.cmc.25tn3v8ku4b39tr6ccgb8nl6m?ctx_brand=tvs.sbd.4000","Apple TV App","1","405952270","umc.cmc.25tn3v8ku4b39tr6ccgb8nl6m","yJmFbXv-jLciJbG09V_hM2h-THc6m4rRpMZQ8EHr31A","","","","Show","","","","","","","2019-12-22T14:17:06.975Z","click","","","Apple","Mac","","HOUSTON","US","29.7634","-95.3634","comcast","cable","TX","[null,null,null,null,null,null,null,upNextShelf,umc_id,1,2,null,WrappedArray(),Shelf,Als Nächstes,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.3o1o52plk3pxcpvhfhdrzrsun,umc_id,2,1,1,WrappedArray(1575822502852),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c3f7be1-8d2e-41b4-a14a-3f09be100da7,umc_id,3,3,null,WrappedArray(),Shelf,Musst du gesehen haben,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.6hegr60w8pjyfcblgocjek7oo,umc_id,4,0,3,WrappedArray(1575822502852),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,tabItemsCollectionId,umc_id,5,1,null,WrappedArray(),Shelf,,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,movieTabItem,umc_id,6,0,5,WrappedArray(1575822502852),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]","2601:2c6:4600:0:0:0:0:0","","","","","de-CH","10.15.2","","false","macOS","","","tvs.sbd.4000","Canvas","https://sb.tv.apple.com/content/950eb6ba175e4f5b9a6ba0311cb78743/","","1200","2.0","1920","","","","United States","","com.apple.tv","none","360","","","","","9b9ae681-bd3d-4ab3-aa2a-53bbc137c187_1_1577024188421","639","1220","683","1220"
