"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2021-11-22T18:37:43.703Z,Playlist,"Summer 2k17","Billy Joel - We Didn't Start the Fire",false,"United States",256002561,158816462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T18:04:57.518Z,Playlist,"Summer 2k17","Queen - Crazy Little Thing Called Love",false,"United States",256002561,932648627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T18:01:52.819Z,Playlist,"Summer 2k17","Kanye West - School Spirit",false,"United States",256002561,1412873604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T16:12:37.191Z,Playlist,"Sweet K's Mix","Olivia Rodrigo - good 4 u",false,"United States",256000769,1560735551,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T16:08:37.491Z,Playlist,"Sweet K's Mix","Glass Animals - Heat Waves",false,"United States",256000769,1508562516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T16:07:22.121Z,Album,"Bruno Mars, Anderson .Paak & Silk Sonic - Leave The Door Open - Single","Bruno Mars, Anderson .Paak & Silk Sonic - Leave The Door Open",false,"United States",1556096966,1556097162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T16:05:25.626Z,Playlist,"Sweet K's Mix","Thundercat - Funny Thing",false,"United States",256000769,1494467043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T16:02:49.758Z,Playlist,"Sweet K's Mix","Saweetie - Best Friend (feat. Doja Cat)",false,"United States",256000769,1558679927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T15:59:29.433Z,Playlist,"Sweet K's Mix","DJ Khaled - POPSTAR (feat. Drake)",false,"United States",256000769,1523923824,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T15:55:10.159Z,Playlist,"Sweet K's Mix","Dua Lipa - Love Again",false,"United States",256000769,1538004007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T15:55:07.925Z,Playlist,"Sweet K's Mix","Billie Eilish - Therefore I Am",false,"United States",256000769,1539499186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T15:55:04.140Z,Playlist,"Sweet K's Mix","Cardi B - WAP (feat. Megan Thee Stallion)",false,"United States",256000769,1526746984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-22T15:52:25.070Z,Playlist,"Sweet K's Mix","DaBaby - Baby Sitter (feat. Offset)",false,"United States",256000769,1454074606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T18:33:53.467Z,Playlist,Workout,"Rage Against the Machine - Killing In the Name",false,"United States",256001805,191450927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T18:15:16.365Z,Playlist,Workout,"Rush - Tom Sawyer",false,"United States",256001805,643419201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T18:04:08.096Z,Playlist,Workout,"Teddybears featuring Mad Cobra - Cobrastyle (feat. Mad Cobra)",false,"United States",256001805,162625331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T18:02:41.289Z,Playlist,Workout,"Ram Jam - Black Betty",false,"United States",256001805,216088341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T17:17:46.143Z,Playlist,Workout,"Dropkick Murphys - I'm Shipping up to Boston",false,"United States",256001805,1485050464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T17:14:05.054Z,Playlist,Workout,"50 Cent - Disco Inferno",false,"United States",256001805,1440879602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T17:13:58.965Z,Playlist,Workout,"Major Lazer - Original Don (feat. The Partysquad)",false,"United States",256001805,1445282871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T17:13:45.538Z,Playlist,Workout,"The Jimi Hendrix Experience - Voodoo Child (Slight Return)",false,"United States",256001805,344800179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T17:08:24.782Z,Playlist,Workout,"Riton & Nightcrawlers - Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]",false,"United States",256001805,1544962737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T15:51:02.790Z,Playlist,Workout,"ZZ Top - La Grange",false,"United States",256001805,655199761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-21T15:39:04.324Z,Playlist,Workout,"Enur - Calabria 2008 (feat. Natasja)",false,"United States",256001805,290159295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T22:06:45.499Z,Playlist,N/A,"OutKast - B.O.B. (Bombs Over Baghdad)",false,"United States","pl.c9e703f6ab4f4abb9d0d66bb9f6cca09",255837382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T22:05:22.197Z,Playlist,N/A,"OutKast - Hey Ya! (Radio Mix / Club Mix)",false,"United States","pl.c9e703f6ab4f4abb9d0d66bb9f6cca09",281430764,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T21:56:15.338Z,Playlist,N/A,"OutKast - Ms. Jackson",false,"United States","pl.c9e703f6ab4f4abb9d0d66bb9f6cca09",255836745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T21:55:57.018Z,N/A,N/A,"Megadeth - Tornado of Souls",false,"United States",N/A,1440849058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T21:51:52.481Z,N/A,N/A,"Megadeth - Peace Sells",false,"United States",N/A,1440838044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T21:51:33.043Z,Album,"Turnstile - GLOW ON","Turnstile - HUMANOID / SHAKE IT UP",false,"United States",1576430192,1576430738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T21:48:01.506Z,N/A,N/A,"Tab Benoit & Jimmy Thackery - Bayou Boogie",false,"United States",N/A,512620400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T18:40:03.672Z,Album,"Luke Combs - What You See Ain't Always What You Get (Deluxe Edition)","Luke Combs - Lovin' on You",false,"United States",1527782144,1527782149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T16:31:42.740Z,Playlist,N/A,"Bad Bunny - Pa Ti (feat. Bryant Myers)",false,"United States","pl.1c35ac10cfe848aaa19f68ebe62ea46e",1470493820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T16:21:52.778Z,N/A,N/A,"El Alfa, CJ & Chael Produciendo - La Mamá de la Mamá (feat. El Cherry Scom)",false,"United States",N/A,1560210557,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T16:19:59.985Z,Playlist,"Sweet K's Mix","Bad Bunny - La Romana (feat. El Alfa)",false,"United States",256000769,1447554992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T16:17:26.571Z,Playlist,N/A,"Tainy, Bad Bunny & Julieta Venegas - Lo Siento BB:/",false,"United States","pl.1c35ac10cfe848aaa19f68ebe62ea46e",1586673104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T16:16:39.060Z,Playlist,N/A,"Lady Gaga - Bad Romance",false,"United States","pl.9c6636d6f4474a92b706c414fb6411ed",1476727670,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:18:47.069Z,Album,"Tyler, The Creator - Flower Boy","Tyler, The Creator - See You Again (feat. Kali Uchis)",false,"United States",1254572564,1254572572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:15:25.886Z,Album,"City Girls - Twerkulator - Single","City Girls - Twerkulator",false,"United States",1567979765,1567980487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:15:00.203Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - The Sky",false,"United States",1193767367,1193767385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:57.312Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - Another Door Opens",false,"United States",1193767367,1193767383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:55.714Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - Suddenly There's a Valley",false,"United States",1193767367,1193767382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:53.937Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - The Pendulum Song",false,"United States",1193767367,1193767381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:50.264Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - Crazy Otto Rag",false,"United States",1193767367,1193767379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:47.768Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - Majorca",false,"United States",1193767367,1193767378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-20T00:14:41.346Z,Album,"Petula Clark - The Pye Anthology","Petula Clark - The Little Shoemaker",false,"United States",1193767367,1193767377,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-19T23:17:35.654Z,N/A,N/A,"Billy Currington - Pretty Good at Drinkin' Beer",false,"United States",N/A,388783818,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-19T16:49:54.555Z,Playlist,Funk/Disco,"Midnight Star - Operator",false,"United States",256001793,344598675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-19T16:38:07.243Z,Playlist,Funk/Disco,"Parliament - Give Up the Funk (Tear the Roof Off the Sucker)",false,"United States",256001793,1485613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T23:43:24.221Z,Playlist,"Sweet K's Mix","John Mayer - New Light",false,"United States",256000769,1568819309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T23:40:35.650Z,Playlist,"Sweet K's Mix","City Girls - Twerk (feat. Cardi B)",false,"United States",256000769,1457746866,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T23:34:06.609Z,Playlist,"Sweet K's Mix","Kendrick Lamar, SZA - All The Stars",false,"United States",256000769,1331258586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T23:30:36.985Z,Playlist,"Sweet K's Mix","A Boogie wit da Hoodie - Drowning (feat. Kodak Black)",false,"United States",256000769,1278404870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T23:27:27.796Z,Playlist,"Sweet K's Mix","Nicki Minaj - Barbie Dreams",false,"United States",256000769,1398449456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:32:27.284Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Pretty Please",false,"United States",1538003494,1538003849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:29:03.755Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Levitating",false,"United States",1538003494,1538003843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:25:49.729Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Physical",false,"United States",1538003494,1538003644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:22:19.854Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Cool",false,"United States",1538003494,1538003641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:19:16.350Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Don't Start Now",false,"United States",1538003494,1538003635,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:16:09.831Z,Album,"Dua Lipa - Future Nostalgia","Dua Lipa - Future Nostalgia",false,"United States",1538003494,1538003626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-18T19:13:02.511Z,Album,"HAIM - Women In Music Pt. III (Expanded Edition)","HAIM - Los Angeles",false,"United States",1550175828,1550175829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T23:37:58.297Z,Playlist,Workout,"Major Lazer - Pon de Floor (feat. Vybz Kartel)",false,"United States",256001805,319191731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T23:31:51.488Z,Playlist,Workout,"Styx - Come Sail Away",false,"United States",256001805,36299549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T23:27:17.930Z,Playlist,Workout,"Ying Yang Twins - Say I Yi Yi",false,"United States",256001805,418904429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T23:18:16.557Z,Playlist,Workout,"Nine Inch Nails - Closer",false,"United States",256001805,1147703580,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T23:13:44.129Z,Playlist,Workout,"Megadeth - Blackmail the Universe",false,"United States",256001805,1143702973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T19:42:23.665Z,N/A,N/A,"A$AP Rocky - Praise The Lord (Da Shine) [feat. Skepta]",false,"United States",N/A,1387635035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T17:29:14.036Z,Playlist,N/A,"Ed Sheeran - Shivers",false,"United States","pl.f820ed7063f9447f8751abf885525698",1581087034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T01:09:38.069Z,N/A,N/A,"The Stanley Brothers - Mountain Dew",false,"United States",N/A,205989034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T01:07:42.750Z,N/A,N/A,"Charlie Robison - My Hometown",false,"United States",N/A,171185693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-17T01:02:03.971Z,N/A,N/A,"The Gourds - Gin and Juice",false,"United States",N/A,1509403755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T23:09:49.033Z,N/A,N/A,"Cross Canadian Ragweed - Boys from Oklahoma",false,"United States",N/A,5842146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T20:32:21.556Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - 22 (Taylor's Version)",false,"United States",1590368448,1590368457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T20:29:11.797Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - All Too Well (Taylor's Version)",false,"United States",1590368448,1590368456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T20:25:32.464Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - I Knew You Were Trouble (Taylor's Version)",false,"United States",1590368448,1590368455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T20:21:29.727Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - Treacherous (Taylor's Version)",false,"United States",1590368448,1590368454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T20:17:44.947Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - Red (Taylor's Version)",false,"United States",1590368448,1590368453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:14:19.713Z,Album,"Taylor Swift - Red (Taylor’s Version) (+ A Message From Taylor)","Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version)",false,"United States",1590368448,1590368461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:13:43.503Z,Playlist,N/A,"Taylor Swift - Fifteen (Taylor’s Version)",false,"United States","pl.3950454ced8c45a3b0cc693c2a7db97b",1552791240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:13:36.182Z,Playlist,N/A,"Taylor Swift - Love Story (Taylor’s Version)",false,"United States","pl.3950454ced8c45a3b0cc693c2a7db97b",1552791427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:12:10.453Z,Album,"Taylor Swift - Red (Taylor's Version) [Video Deluxe]","Taylor Swift - Red (Taylor's Version)",false,"United States",1595423133,1595423135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:11:54.331Z,Album,"Taylor Swift - Red (Taylor's Version) [Video Deluxe]","Taylor Swift - 22 (Taylor's Version)",false,"United States",1595423133,1595423261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:11:46.764Z,Album,"Taylor Swift - Red (Taylor's Version) [Video Deluxe]","Taylor Swift - I Knew You Were Trouble (Taylor's Version)",false,"United States",1595423133,1595423259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:11:17.760Z,Album,"Taylor Swift - Red (Taylor's Version) [Video Deluxe]","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) [Lyric Video]",false,"United States",1595423133,1595423914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T19:10:54.778Z,Album,"Taylor Swift - Red (Taylor's Version) [Video Deluxe]","All Too Well: The Short Film",false,"United States",1595423133,1595424062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-16T16:38:53.607Z,Playlist,"Sweet K's Mix","Yung Gravy - yup!",false,"United States",256000769,1528648504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-15T23:45:13.404Z,Album,"Conchita Velasco - Singles Collection","Conchita Velasco - Calor",false,"United States",160259514,160260375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-15T23:36:29.614Z,Album,"Tiësto - Together","Tiësto & SWACQ - Party Time",false,"United States",1462924384,1462924391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-11-15T23:24:47.127Z,Album,"Turnstile - GLOW ON","Turnstile - T.L.C. (TURNSTILE LOVE CONNECTION)",false,"United States",1576430192,1576430746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
